"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","full ArtifactUrls round-trips()","","2026-06-07","passed","2026-06-07","","com.jdbridge.unit.ArtifactUrlsSerializationTest","com.jdbridge.unit.ArtifactUrlsSerializationTest","full ArtifactUrls round-trips"
"","7","should update when media query changes","useIsMobile","2026-06-07","passed","2026-06-07","","","",""
"","4","verbose flag defaults to true","","2026-06-07","passed","2026-06-07","","batch state management","com.jd.pipeline.nodes.ScrapeJdNodeProcessTest$BatchState","verboseDefaultsTrue"
"","1","Test digest jobs structure - each child job counted independently","","2026-06-07","passed","2026-06-07","","Batch Summary Metrics Tests","com.jd.pipeline.cli.MainTest$BatchSummaryMetricsTests","testDigestJobsCountedIndependently"
"","0","returns empty list when HTML is blank","","2026-06-07","passed","2026-06-07","","expand — HTML path","com.jd.pipeline.nodes.scan.digest.JobrightDigestStrategyTest$ExpandHtml","emptyHtml"
"","16","getJob returns fit_score of 0 not null()","","2026-06-07","passed","2026-06-07","","com.jdbridge.unit.StoreGetJobTest","com.jdbridge.unit.StoreGetJobTest","getJob returns fit_score of 0 not null"
"","0","Should override location to null","","2026-06-07","passed","2026-06-07","","Custom Values Override Tests","com.jd.pipeline.config.JSearchConfigTest$CustomValuesTests","testOverrideLocationToNull"
"","6","shouldReturnInputWhenOutputPathIsEmpty()","","2026-06-07","passed","2026-06-07","","com.jd.pipeline.nodes.AddArtifactUrlNodeTest","com.jd.pipeline.nodes.AddArtifactUrlNodeTest","shouldReturnInputWhenOutputPathIsEmpty"
"","1","loadCandidateProfile() should return null when file does not exist","","2026-06-07","passed","2026-06-07","","JDState.loadCandidateProfile() Tests","com.jd.pipeline.state.CandidateProfileLoadingTest$LoadCandidateProfileTests","testLoadMissingFileReturnsNull"
"","87","renders header title","Index Page","2026-06-07","passed","2026-06-07","","rendering","",""
"","1","returns SKIP with fitScore=0 when jdText is blank","","2026-06-07","passed","2026-06-07","","blank jdText — no LLM call","com.jd.pipeline.nodes.ScoreFitNodeProcessTest$BlankJdText","blankJdTextReturnsSkip"
"","15","maxEmailFlagAlias()","","2026-06-07","passed","2026-06-07","","CommandParserTest","com.jd.pipeline.cli.CommandParserTest","maxEmailFlagAlias"
"","8","Test computeColumnWidths expands for longer values","","2026-06-07","passed","2026-06-07","","ComputeColumnWidths Tests","com.jd.pipeline.utils.JobFormatterTest$ComputeColumnWidthsTests","testWidthsExpandForLongerValues"
"","5","extracts fields from JazzHR job pages","JD Extractor","2026-06-07","passed","2026-06-07","","JazzHR extractor","",""
"","14","scanTunerWithFile()","","2026-06-07","passed","2026-06-07","","CommandParserTest","com.jd.pipeline.cli.CommandParserTest","scanTunerWithFile"
"","22","submit with very long jd_text returns 202()","","2026-06-07","passed","2026-06-07","","com.jdbridge.integration.SubmitJobValidationTest","com.jdbridge.integration.SubmitJobValidationTest","submit with very long jd_text returns 202"
"","144","50 concurrent enqueue calls all succeed()","","2026-06-07","passed","2026-06-07","","com.jdbridge.unit.StoreConcurrencyTest","com.jdbridge.unit.StoreConcurrencyTest","50 concurrent enqueue calls all succeed"
"","0","DEFAULT preset should use default location","","2026-06-07","passed","2026-06-07","","Companion Object DEFAULT Preset Tests","com.jd.pipeline.config.JSearchConfigTest$DefaultPresetTests","testDefaultPresetLocation"
"","2","testCoverLetterFlag()","","2026-06-07","passed","2026-06-07","","CommandParserTest","com.jd.pipeline.cli.CommandParserTest","testCoverLetterFlag"
"","0","unknown node keys are excluded from summary output","","2026-06-07","passed","2026-06-07","","record and summary","com.jd.pipeline.utils.NodeTimerTest$RecordAndSummary","unknownNodeIgnored"
"","1","every group has a strategy","","2026-06-07","passed","2026-06-07","","registry completeness","com.jd.pipeline.nodes.scan.digest.BoardRegistryTest$RegistryCompleteness","everyGroupHasStrategy"
"","72","constructor should throw when no API key is provided and Config key is empty","","2026-06-07","passed","2026-06-07","","JSearchClientTest","com.jd.pipeline.client.JSearchClientTest","testConstructorThrowsWithoutApiKey"
"","0","fullName fallback logic: first+last takes precedence over legacy name","","2026-06-07","passed","2026-06-07","","CandidateProfileRendererTest","com.jd.pipeline.utils.CandidateProfileRendererTest","fullNameFirstLastPrecedence"
"","0","extractEmailAddress extracts address from angle-bracket form","","2026-06-07","passed","2026-06-07","","ScanEmailNodeTest","com.jd.pipeline.nodes.ScanEmailNodeTest","extractEmailAddressAngle"
"","1","multiple recordings accumulate correctly","","2026-06-07","passed","2026-06-07","","record and summary","com.jd.pipeline.utils.NodeTimerTest$RecordAndSummary","multipleRecordings"
"","0","fromEmail() should handle empty strings","","2026-06-07","passed","2026-06-07","","JDState.fromEmail() Tests","com.jd.pipeline.state.JDStateTest$FromEmailTests","testFromEmailHandlesEmptyStrings"
"","1","returns lever for lever.co","JD Extractor","2026-06-07","passed","2026-06-07","","pickExtractor()","",""
"","0","Test formatScoredJobsTable handles multiple jobs","","2026-06-07","passed","2026-06-07","","FormatScoredJobsTable Tests","com.jd.pipeline.utils.JobFormatterTest$FormatScoredJobsTableTests","testMultipleJobs"
"","3","SKIP action → returns input unchanged","","2026-06-07","passed","2026-06-07","","non-TAILOR input passes through unchanged","com.jd.pipeline.nodes.ResumeTailoringSubgraphProcessTest$NonTailorPassThrough","skipPassesThrough"
"","1","priorityOrder_testCoverLetterOverTestSupabase()","","2026-06-07","passed","2026-06-07","","CommandParserTest","com.jd.pipeline.cli.CommandParserTest","priorityOrder_testCoverLetterOverTestSupabase"
"","1","Should preserve company and roleTitle in output path","","2026-06-07","passed","2026-06-07","","SaveJobDescriptionNodeTest","com.jd.pipeline.nodes.SaveJobDescriptionNodeTest","testPreservesCompanyAndRoleInPath"
"","2","buildPreferencesBlock should include all preference fields","","2026-06-07","passed","2026-06-07","","Preferences Block Building","com.jd.pipeline.nodes.CreateDraftReplyNodeTest$PreferencesBlockTests","testFullPreferencesBlock"
"","68","renders status chips for all statuses","Index Page","2026-06-07","passed","2026-06-07","","rendering","",""
"","4","resolves job state from storage and calls sendResponse","runtime.onMessage","2026-06-07","passed","2026-06-07","","GET_JOB_STATUS","",""
"","0","Should handle empty tech stack and lists","","2026-06-07","passed","2026-06-07","","SupabaseTrackNodeTest","com.jd.pipeline.nodes.SupabaseTrackNodeTest","testHandlesEmptyLists"
"","24","GET resume_pdf when file exists returns 200 and PDF bytes()","","2026-06-07","passed","2026-06-07","","com.jdbridge.integration.ArtifactApiTest","com.jdbridge.integration.ArtifactApiTest","GET resume_pdf when file exists returns 200 and PDF bytes"
"","1","shouldHandleOutputPathWithoutBasePathPrefix()","","2026-06-07","skipped","2026-06-07","","com.jd.pipeline.nodes.AddArtifactUrlNodeTest","com.jd.pipeline.nodes.AddArtifactUrlNodeTest","shouldHandleOutputPathWithoutBasePathPrefix"
"","53","unblocked domain is not pre-rejected (falls through to fetch)","","2026-06-07","passed","2026-06-07","","blocked-domain batch skip","com.jd.pipeline.nodes.ScrapeJdNodeProcessTest$BlockedDomain","unblockedDomainNotRejected"
"","5","shouldNotMarkRegularJobUnread()","","2026-06-07","passed","2026-06-07","","com.jd.pipeline.cli.EmailLabelingServiceTest","com.jd.pipeline.cli.EmailLabelingServiceTest","shouldNotMarkRegularJobUnread"
"","1","CareerEntry.dateRange with null endDate renders as Present","","2026-06-07","passed","2026-06-07","","CandidateProfileModelTest","com.jd.pipeline.models.CandidateProfileModelTest","careerEntryDateRange"
"","0","priorityOrder_scanTunerOverScrapeJdTuner()","","2026-06-07","passed","2026-06-07","","CommandParserTest","com.jd.pipeline.cli.CommandParserTest","priorityOrder_scanTunerOverScrapeJdTuner"
"","1","skips LLM call when jdStructured is already present","","2026-06-07","passed","2026-06-07","","JdExtractionNodeTest","com.jd.pipeline.nodes.tailor.JdExtractionNodeTest","skipsWhenAlreadyExtracted"
"","47","POST result transitions job to done()","","2026-06-07","passed","2026-06-07","","com.jdbridge.unit.ResultPostTest","com.jdbridge.unit.ResultPostTest","POST result transitions job to done"
"","1","priorityOrder_signedInOverJSearch()","","2026-06-07","passed","2026-06-07","","CommandParserTest","com.jd.pipeline.cli.CommandParserTest","priorityOrder_signedInOverJSearch"
"","1","Should be equal when all fields match","","2026-06-07","passed","2026-06-07","","Data Class Equality and Copy Tests","com.jd.pipeline.models.JobListingTest$EqualityAndCopyTests","testEqualityWithMatchingFields"
"","2","priorityOrder_jSearchOverBatch()","","2026-06-07","passed","2026-06-07","","CommandParserTest","com.jd.pipeline.cli.CommandParserTest","priorityOrder_jSearchOverBatch"
"","1","Should return error when Supabase is not configured","","2026-06-07","passed","2026-06-07","","SupabaseTrackNodeTest","com.jd.pipeline.nodes.SupabaseTrackNodeTest","testReturnsErrorWhenNotConfigured"
"","2","fromValue throws on unknown value()","","2026-06-07","passed","2026-06-07","","com.jdbridge.unit.JobStatusValuesTest","com.jdbridge.unit.JobStatusValuesTest","fromValue throws on unknown value"
"","1","scrapeJdTunerFlag()","","2026-06-07","passed","2026-06-07","","CommandParserTest","com.jd.pipeline.cli.CommandParserTest","scrapeJdTunerFlag"
"","1","returns 'remote' when any value contains 'remote'","","2026-06-07","passed","2026-06-07","","inferRemotePolicy","com.jd.pipeline.nodes.scan.digest.DigestParseHelpersTest$InferRemotePolicy","detectsRemote"
"","4","toJdRecord with null idempotencyKey leaves it null","","2026-06-07","passed","2026-06-07","","IngestionPipelineTest","com.jd.pipeline.pipeline.IngestionPipelineTest","toJdRecordNullKeyIsNull"
"","1","appends location when non-blank","","2026-06-07","passed","2026-06-07","","buildDigestSummaryText","com.jd.pipeline.nodes.scan.digest.DigestParseHelpersTest$BuildDigestSummaryText","appendsLocation"
"","3","shouldNotArchiveJdNotFound()","","2026-06-07","passed","2026-06-07","","com.jd.pipeline.cli.EmailLabelingServiceTest","com.jd.pipeline.cli.EmailLabelingServiceTest","shouldNotArchiveJdNotFound"
"","1","returns empty gates when candidateProfile is null","","2026-06-07","passed","2026-06-07","","Hard Gate: No profile","com.jd.pipeline.nodes.ScoreFitNodeTest$NoProfileTests","noGatesWithoutProfile"
"","0","returns empty when no Glassdoor URLs in plain text and HTML is blank","","2026-06-07","passed","2026-06-07","","expand — plain text fallback","com.jd.pipeline.nodes.scan.digest.GlassdoorDigestStrategyTest$ExpandPlainText","emptyForUnknownInput"
"","0","lever()","","2026-06-07","passed","2026-06-07","","groupFor — exact domain matches","com.jd.pipeline.nodes.scan.digest.BoardRegistryTest$ExactDomainMatches","lever"
"","3","shouldReturnCorrectLabelingResultForDigest()","","2026-06-07","passed","2026-06-07","","com.jd.pipeline.cli.EmailLabelingServiceTest","com.jd.pipeline.cli.EmailLabelingServiceTest","shouldReturnCorrectLabelingResultForDigest"
"","3","should pass through additional props","NavLink","2026-06-07","passed","2026-06-07","","","",""
"","0","ignores unknown properties instead of throwing","","2026-06-07","passed","2026-06-07","","mapper configuration","com.jd.pipeline.utils.JsonUtilTest$MapperConfig","ignoresUnknownProperties"
"","1","JDState constructor should accept candidateProfile","","2026-06-07","passed","2026-06-07","","JDState with candidateProfile Tests","com.jd.pipeline.state.CandidateProfileLoadingTest$JDStateWithCandidateProfileTests","testJDStateAcceptsCandidateProfile"
"","1","returns true for generic /jobs/ path","","2026-06-07","passed","2026-06-07","","isEligibleJobUrl","com.jd.pipeline.nodes.scan.digest.DigestParseHelpersTest$IsEligibleJobUrl","acceptsGenericJobsPath"
"","8","falls back to generic extraction with heuristics","JD Extractor","2026-06-07","passed","2026-06-07","","Generic extractor","",""
"","1","Should override remoteJobsOnly correctly","","2026-06-07","passed","2026-06-07","","Custom Values Override Tests","com.jd.pipeline.config.JSearchConfigTest$CustomValuesTests","testOverrideRemoteJobsOnly"
"","1","returns empty list when no 'View job:' line is present","","2026-06-07","passed","2026-06-07","","edge cases","com.jd.pipeline.nodes.scan.digest.LinkedInDigestStrategyTest$EdgeCases","noViewJobLine"
"","3","flags gate when posted max is below target TC","","2026-06-07","passed","2026-06-07","","Hard Gate: Compensation","com.jd.pipeline.nodes.ScoreFitNodeTest$CompHardGateTests","flagsWhenBelowTarget"
"","0","Should have default remoteJobsOnly of false","","2026-06-07","passed","2026-06-07","","Default Values Tests","com.jd.pipeline.config.JSearchConfigTest$DefaultValuesTests","testDefaultRemoteJobsOnly"
"","2","Should not modify input state on success","","2026-06-07","passed","2026-06-07","","SupabaseTrackNodeTest","com.jd.pipeline.nodes.SupabaseTrackNodeTest","testDoesNotModifyInputOnSuccess"
"","0","resolves deeply nested subdomain","","2026-06-07","passed","2026-06-07","","groupFor — subdomain resolution","com.jd.pipeline.nodes.scan.digest.BoardRegistryTest$SubdomainResolution","deepSubdomain"
"","14","search should return empty list when data array is missing","","2026-06-07","passed","2026-06-07","","JSearchClientTest","com.jd.pipeline.client.JSearchClientTest","testSearchReturnsEmptyWhenDataMissing"
"","5","shouldNotArchiveRecruiterResponse()","","2026-06-07","passed","2026-06-07","","com.jd.pipeline.cli.EmailLabelingServiceTest","com.jd.pipeline.cli.EmailLabelingServiceTest","shouldNotArchiveRecruiterResponse"
"","31","claimNext with two jobs returns oldest first()","","2026-06-07","passed","2026-06-07","","com.jdbridge.unit.StoreClaimTest","com.jdbridge.unit.StoreClaimTest","claimNext with two jobs returns oldest first"
"","15","enqueue sets created_at within 2 seconds of wall clock()","","2026-06-07","passed","2026-06-07","","com.jdbridge.unit.StoreEnqueueTest","com.jdbridge.unit.StoreEnqueueTest","enqueue sets created_at within 2 seconds of wall clock"
"","1","Should handle state with no company/role gracefully","","2026-06-07","passed","2026-06-07","","SaveJobDescriptionNodeTest","com.jd.pipeline.nodes.SaveJobDescriptionNodeTest","testHandlesMissingCompanyRole"
"","1","Should handle minimal state","","2026-06-07","passed","2026-06-07","","SupabaseTrackNodeTest","com.jd.pipeline.nodes.SupabaseTrackNodeTest","testHandlesMinimalState"
"","0","hybrid takes priority over remote when both present","","2026-06-07","passed","2026-06-07","","inferRemotePolicy","com.jd.pipeline.nodes.scan.digest.DigestParseHelpersTest$InferRemotePolicy","hybridPriorityOverRemote"
"","2","extracts salary range from HTML job block","","2026-06-07","passed","2026-06-07","","salary extraction","com.jd.pipeline.nodes.scan.digest.JobrightDigestStrategyTest$SalaryExtraction","extractsSalaryFromHtml"
"","0","process returns error when jdStructured is null","","2026-06-07","passed","2026-06-07","","SkillsRestructureNodeTest","com.jd.pipeline.nodes.tailor.SkillsRestructureNodeTest","errorWhenJdStructuredNull"
"","1","State fields should be preserved on non-duplicate","","2026-06-07","passed","2026-06-07","","CheckDuplicateNodeTest","com.jd.pipeline.nodes.CheckDuplicateNodeTest","testFieldsPreservedOnNonDuplicate"
"","43","GET job with fit_score 0 returns 0 not null()","","2026-06-07","passed","2026-06-07","","com.jdbridge.integration.JobStatusApiTest","com.jdbridge.integration.JobStatusApiTest","GET job with fit_score 0 returns 0 not null"
"","2","generate() produces a valid HTML file from a DOCX input","","2026-06-07","skipped","2026-06-07","","Integration (requires LLM)","com.jd.pipeline.nodes.GenerateResumeHtmlNodeTest$IntegrationTests","shouldGenerateHtmlFromDocxIntegration"
"","1","returns error when gapAnalysis is null","","2026-06-07","passed","2026-06-07","","SummaryRewriteNodeTest","com.jd.pipeline.nodes.tailor.SummaryRewriteNodeTest","errorWhenGapAnalysisNull"
"","436","removes then recreates the context menu item","onInstalled handler","2026-06-07","passed","2026-06-07","","","",""
"","9","extracts fields from Indeed job pages","JD Extractor","2026-06-07","passed","2026-06-07","","Indeed extractor","",""
"","10","TailoredBullet deserializes with jdAlignmentScore","","2026-06-07","passed","2026-06-07","","TailorModelsTest","com.jd.pipeline.nodes.tailor.TailorModelsTest","tailoredBullet"
"","6","buildPrompt includes sub-scores and remaining gaps","","2026-06-07","passed","2026-06-07","","AtsScoringNodeTest","com.jd.pipeline.nodes.tailor.AtsScoringNodeTest","buildPromptContent"
"","5","no tailor nodes are called when action is SKIP","","2026-06-07","passed","2026-06-07","","non-TAILOR input passes through unchanged","com.jd.pipeline.nodes.ResumeTailoringSubgraphProcessTest$NonTailorPassThrough","noNodesCalledForSkip"
"","1","returns session-expired error when batchLinkedInSessionExpired is set","","2026-06-07","passed","2026-06-07","","LinkedIn session expiry batch skip","com.jd.pipeline.nodes.ScrapeJdNodeProcessTest$LinkedInSessionExpiry","sessionExpiredReturnsError"
"","6","falls back to document.title when extractor returns no title","JD Extractor","2026-06-07","passed","2026-06-07","","__ocExtractJD integration","",""
"","0","leaves clean URLs unchanged","","2026-06-07","passed","2026-06-07","","cleanUrl","com.jd.pipeline.nodes.scan.digest.DigestParseHelpersTest$CleanUrl","leavesCleanUrls"
"","1","untailored() emits an empty skillGroups map when every bucket is empty","","2026-06-07","passed","2026-06-07","","TailoredProfileTest","com.jd.pipeline.nodes.tailor.TailoredProfileTest","untailoredHandlesEmptySkills"
"","0","resolves subdomain of a known domain","","2026-06-07","passed","2026-06-07","","groupFor — subdomain resolution","com.jd.pipeline.nodes.scan.digest.BoardRegistryTest$SubdomainResolution","subdomainOfKnown"
"","1","Should not be equal when fields differ","","2026-06-07","passed","2026-06-07","","Data Class Equality and Copy Tests","com.jd.pipeline.models.JobListingTest$EqualityAndCopyTests","testInequalityWithDifferentFields"
"","2","process returns error when jdStructured is null","","2026-06-07","passed","2026-06-07","","BulletRewriteNodeProcessTest","com.jd.pipeline.nodes.tailor.BulletRewriteNodeProcessTest","errorWhenJdStructuredNull"
"","1","JDState copy should preserve candidateProfile","","2026-06-07","passed","2026-06-07","","JDState with candidateProfile Tests","com.jd.pipeline.state.CandidateProfileLoadingTest$JDStateWithCandidateProfileTests","testCopyPreservesCandidateProfile"
"","2","test PDF node skips when action is not tailor()","","2026-06-07","passed","2026-06-07","","com.jd.pipeline.nodes.RenderResumePdfNodeTest","com.jd.pipeline.nodes.RenderResumePdfNodeTest","test PDF node skips when action is not tailor"
"","1","returns empty list when HTML has no <strong> titles","","2026-06-07","passed","2026-06-07","","edge cases","com.jd.pipeline.nodes.scan.digest.MonsterDigestStrategyTest$EdgeCases","emptyWhenNoTitles"
"","35","GET pending job returns status pending and no artifacts()","","2026-06-07","passed","2026-06-07","","com.jdbridge.integration.JobStatusApiTest","com.jdbridge.integration.JobStatusApiTest","GET pending job returns status pending and no artifacts"
"","0","toJDState should handle missing city but present state","","2026-06-07","passed","2026-06-07","","JSearchClientTest","com.jd.pipeline.client.JSearchClientTest","testToJDStateMissingCity"
"","3","malformed JSON response produces error state with SKIP","","2026-06-07","passed","2026-06-07","","LLM error / malformed response","com.jd.pipeline.nodes.ScoreFitNodeProcessTest$ErrorHandling","malformedJsonProducesError"
"","1","returns error when any prerequisite is null","","2026-06-07","passed","2026-06-07","","AtsScoringNodeTest","com.jd.pipeline.nodes.tailor.AtsScoringNodeTest","prerequisiteErrors"
"","1","flags gate when onsite outside home city and no relocation","","2026-06-07","passed","2026-06-07","","Hard Gate: Location","com.jd.pipeline.nodes.ScoreFitNodeTest$LocationHardGateTests","flagsOnsiteOutsideHomeCity"
"","1","serialised JSON includes type discriminator","","2026-06-07","passed","2026-06-07","","IntakeContext.Email serialization","com.jd.pipeline.utils.JsonUtilTest$EmailSerialization","typeDiscriminator"
"","409","test PDF filename includes author name from candidateProfile()","","2026-06-07","passed","2026-06-07","","com.jd.pipeline.nodes.RenderResumePdfNodeTest","com.jd.pipeline.nodes.RenderResumePdfNodeTest","test PDF filename includes author name from candidateProfile"
"","20","returns structured JD payload for a recognised site (greenhouse)","JD Extractor","2026-06-07","passed","2026-06-07","","__ocExtractJD integration","",""
"","1","returns error when candidateProfile is null","","2026-06-07","passed","2026-06-07","","GapAnalysisNodeTest","com.jd.pipeline.nodes.tailor.GapAnalysisNodeTest","errorWhenProfileNull"
"","0","DEFAULT preset should have numPages of 1 (class default)","","2026-06-07","passed","2026-06-07","","Companion Object DEFAULT Preset Tests","com.jd.pipeline.config.JSearchConfigTest$DefaultPresetTests","testDefaultPresetNumPages"
"","1","jdText includes numbered entries for each job","","2026-06-07","passed","2026-06-07","","applyDigestSummary","com.jd.pipeline.nodes.scan.digest.DigestParseHelpersTest$ApplyDigestSummary","jdTextNumbered"
"","0","Should support component functions for destructuring","","2026-06-07","passed","2026-06-07","","Data Class Equality and Copy Tests","com.jd.pipeline.models.JobListingTest$EqualityAndCopyTests","testComponentFunctions"
"","1","shouldPassThroughWhenPipelineActionIsNotTailor()","","2026-06-07","passed","2026-06-07","","com.jd.pipeline.nodes.ResumeTailoringSubgraphTest","com.jd.pipeline.nodes.ResumeTailoringSubgraphTest","shouldPassThroughWhenPipelineActionIsNotTailor"
"","0","should handle arrays of class names","cn","2026-06-07","passed","2026-06-07","","","",""
"","4","shouldTakeRecruiterResponsePrecedenceOverJdNotFound()","","2026-06-07","passed","2026-06-07","","com.jd.pipeline.cli.EmailLabelingServiceTest","com.jd.pipeline.cli.EmailLabelingServiceTest","shouldTakeRecruiterResponsePrecedenceOverJdNotFound"
"","1","writeMetadata should handle missing optional fields gracefully","","2026-06-07","passed","2026-06-07","","MetadataUtilsTest","com.jd.pipeline.utils.MetadataUtilsTest","testWriteMetadataHandlesMissingFields"
"","0","Should handle empty tech stack","","2026-06-07","passed","2026-06-07","","SaveJobDescriptionNodeTest","com.jd.pipeline.nodes.SaveJobDescriptionNodeTest","testHandlesEmptyTechStack"
"","0","fullName returns empty string when all name fields are blank","","2026-06-07","passed","2026-06-07","","CandidateProfileModelTest","com.jd.pipeline.models.CandidateProfileModelTest","fullNameEmpty"
"","1","shouldSetArtifactUrlFromOutputPath()","","2026-06-07","skipped","2026-06-07","","com.jd.pipeline.nodes.AddArtifactUrlNodeTest","com.jd.pipeline.nodes.AddArtifactUrlNodeTest","shouldSetArtifactUrlFromOutputPath"
"","71","GET done job has fit_score and artifacts()","","2026-06-07","passed","2026-06-07","","com.jdbridge.integration.JobStatusApiTest","com.jdbridge.integration.JobStatusApiTest","GET done job has fit_score and artifacts"
"","33","submitting same idempotency_key twice returns same job_id()","","2026-06-07","passed","2026-06-07","","com.jdbridge.unit.DedupTest","com.jdbridge.unit.DedupTest","submitting same idempotency_key twice returns same job_id"
"","3","shouldKeepRecruiterResponseInInbox()","","2026-06-07","passed","2026-06-07","","com.jd.pipeline.cli.EmailLabelingServiceTest","com.jd.pipeline.cli.EmailLabelingServiceTest","shouldKeepRecruiterResponseInInbox"
"","28","excludes tracks older than maxDaysAgo (default 7)","Index Page","2026-06-07","passed","2026-06-07","","date filtering","",""
"","5","Should ignore unknown fields in JSON","","2026-06-07","passed","2026-06-07","","JsonIgnoreProperties Tests","com.jd.pipeline.models.JobListingTest$JsonIgnorePropertiesTests","testIgnoreUnknownFields"
"","1","Test formatScoredJobsTable sorts jobs by fitScore descending","","2026-06-07","passed","2026-06-07","","FormatScoredJobsTable Tests","com.jd.pipeline.utils.JobFormatterTest$FormatScoredJobsTableTests","testSortOrderDescending"
"","13","getJob preserves unicode in jd_json()","","2026-06-07","passed","2026-06-07","","com.jdbridge.unit.StoreGetJobTest","com.jdbridge.unit.StoreGetJobTest","getJob preserves unicode in jd_json"
"","1","Test tailored count includes jobs with pipelineAction='tailor' and not duplicate","","2026-06-07","passed","2026-06-07","","Batch Summary Metrics Tests","com.jd.pipeline.cli.MainTest$BatchSummaryMetricsTests","testTailoredCountIncludesTailoredNonDuplicateJobs"
"","1","Test formatScoredJobsTable handles blank company/title","","2026-06-07","passed","2026-06-07","","FormatScoredJobsTable Tests","com.jd.pipeline.utils.JobFormatterTest$FormatScoredJobsTableTests","testBlankFields"
"","4","removes the stored state and responds ok","runtime.onMessage","2026-06-07","passed","2026-06-07","","CLEAR_JOB","",""
"","1","jobright()","","2026-06-07","passed","2026-06-07","","groupFor — exact domain matches","com.jd.pipeline.nodes.scan.digest.BoardRegistryTest$ExactDomainMatches","jobright"
"","1","buildPreferencesBlock should show relocation notes even when not willing","","2026-06-07","passed","2026-06-07","","Preferences Block Building","com.jd.pipeline.nodes.CreateDraftReplyNodeTest$PreferencesBlockTests","testRelocationNotesWhenNotWilling"
"","1","emailFlag()","","2026-06-07","passed","2026-06-07","","CommandParserTest","com.jd.pipeline.cli.CommandParserTest","emailFlag"
"","0","formatSalary should prefer jobSalaryString when present","","2026-06-07","passed","2026-06-07","","JSearchClientTest","com.jd.pipeline.client.JSearchClientTest","testFormatSalaryPrefersString"
"","0","greenhouse()","","2026-06-07","passed","2026-06-07","","groupFor — exact domain matches","com.jd.pipeline.nodes.scan.digest.BoardRegistryTest$ExactDomainMatches","greenhouse"
"","2","Should skip when emailId is blank","","2026-06-07","passed","2026-06-07","","Node Skip Conditions","com.jd.pipeline.nodes.CreateDraftReplyNodeTest$SkipConditionsTests","testSkipBlankEmailId"
"","27","submit with minimal payload returns 202()","","2026-06-07","passed","2026-06-07","","com.jdbridge.integration.SubmitJobValidationTest","com.jdbridge.integration.SubmitJobValidationTest","submit with minimal payload returns 202"
"","0","should handle null/undefined inputs","cn","2026-06-07","passed","2026-06-07","","","",""
"","4","sends Telegram ping when at least one job meets threshold","","2026-06-07","passed","2026-06-07","","Telegram high-fit ping","com.jd.pipeline.cli.BatchNotificationServiceTest$TelegramPing","pingsSentForHighFitJob"
"","8","extracts fields from SmartRecruiters job pages","JD Extractor","2026-06-07","passed","2026-06-07","","SmartRecruiters extractor","",""
"","1","Should have default radius of 30","","2026-06-07","passed","2026-06-07","","Default Values Tests","com.jd.pipeline.config.JSearchConfigTest$DefaultValuesTests","testDefaultRadius"
"","1","Test tailored count excludes duplicate jobs even with tailor action","","2026-06-07","passed","2026-06-07","","Batch Summary Metrics Tests","com.jd.pipeline.cli.MainTest$BatchSummaryMetricsTests","testTailoredCountExcludesDuplicateJobs"
"","1","matches 'Remote'","","2026-06-07","passed","2026-06-07","","looksLikeLocation","com.jd.pipeline.nodes.scan.digest.DigestParseHelpersTest$LooksLikeLocation","matchesRemote"
"","6","invoke returns SKIP with error when checkDuplicate throws","","2026-06-07","passed","2026-06-07","","ProcessingPipelineTest","com.jd.pipeline.pipeline.ProcessingPipelineTest","invokeCatchesCheckDuplicateException"
"","0","renderForScoring includes all sections","","2026-06-07","passed","2026-06-07","","CandidateProfileRendererTest","com.jd.pipeline.utils.CandidateProfileRendererTest","renderForScoringIncludesAllSections"
"","0","skips blocks with noise-only detail lines","","2026-06-07","passed","2026-06-07","","filtering noise lines","com.jd.pipeline.nodes.scan.digest.LinkedInDigestStrategyTest$FilteringNoise","skipsNoiseBlocks"
"","2","extracts inline script content","","2026-06-07","passed","2026-06-07","","script extraction","com.jd.pipeline.client.gmail.EmailParserTest$ScriptExtraction","inlineScript"
"","2","formatSalary should use min-max range when other fields are absent","","2026-06-07","passed","2026-06-07","","JSearchClientTest","com.jd.pipeline.client.JSearchClientTest","testFormatSalaryMinMaxRange"
"","1","fullName falls back to name when first/last are blank","","2026-06-07","passed","2026-06-07","","CandidateProfileModelTest","com.jd.pipeline.models.CandidateProfileModelTest","fullNameFallback"
"","1","Rewrites land on the right roles even when the LLM returns them out of order","","2026-06-07","passed","2026-06-07","","BulletRewriteNodeApplyTest","com.jd.pipeline.nodes.tailor.BulletRewriteNodeApplyTest","matchesByRoleCompanyStartDate"
"","2","validateNotExampleText throws on placeholder strings","","2026-06-07","passed","2026-06-07","","SkillsRestructureNodeTest","com.jd.pipeline.nodes.tailor.SkillsRestructureNodeTest","validateThrowsOnPlaceholders"
"","4","Should handle job_is_remote when explicitly false","","2026-06-07","passed","2026-06-07","","Null and Empty Field Handling Tests","com.jd.pipeline.models.JobListingTest$NullEmptyFieldTests","testRemoteExplicitlyFalse"
"","142","returns early when no emails found — no ingestion or bridge calls","","2026-06-07","passed","2026-06-07","","empty inbox","com.jd.pipeline.cli.commands.BatchCommandHandlerTest$EmptyInbox","noEmailsNoWork"
